time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-07-02T16:14:21.320Z,37.63,-122.0423333,6.72,1.27,md,23,75,0.02908,0.06,nc,nc72476476,2015-07-03T00:12:47.800Z,"4km NNW of Union City, California",earthquake
2015-07-02T06:49:43.110Z,38.1773333,-122.2958333,8.63,1.32,md,29,84,0.05805,0.12,nc,nc72476181,2015-07-02T18:35:39.170Z,"3km W of American Canyon, California",earthquake
2015-07-01T18:51:13.680Z,37.327,-122.1041667,0.02,1.61,md,27,42,0.01162,0.12,nc,nc72472780,2015-07-02T23:46:34.220Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-07-01T08:21:55.920Z,36.9658333,-121.714,14.35,1.71,md,53,43,0.09877,0.12,nc,nc72475611,2015-07-02T01:03:35.475Z,"2km NE of Interlaken, California",earthquake
2015-06-29T23:12:02.650Z,38.3868333,-122.6375,5.1,1.09,md,18,87,0.02016,0.09,nc,nc72474516,2015-07-01T02:28:05.140Z,"7km NE of Rohnert Park, California",earthquake
2015-06-29T04:40:23.550Z,38.434,-122.4658333,10.79,1.72,md,66,125,0.08879,0.15,nc,nc72473821,2015-06-30T21:58:20.520Z,"7km S of Saint Helena, California",earthquake
2015-06-28T01:57:45.230Z,37.9713333,-122.0351667,14.53,1.43,md,29,82,0.05752,0.07,nc,nc72473266,2015-06-30T05:07:04.720Z,"0km SSW of Concord, California",earthquake
2015-06-28T00:27:11.310Z,37.968,-122.04,12.41,1.09,md,19,78,0.0618,0.04,nc,nc72473236,2015-06-30T01:51:44.330Z,"1km SW of Concord, California",earthquake
2015-06-27T07:42:42.520Z,37.7806667,-121.9426667,6.31,1.76,md,40,55,0.02407,0.08,nc,nc72472951,2015-06-30T04:41:35.613Z,"3km E of San Ramon, California",earthquake
2015-06-27T06:23:31.040Z,38.1618333,-122.2818333,8.9,1.1,md,22,121,0.0406,0.23,nc,nc72472941,2015-06-30T23:26:43.300Z,"2km SW of American Canyon, California",earthquake
2015-06-26T15:54:57.590Z,37.3248333,-122.1065,0.02,1.37,md,24,38,0.01441,0.06,nc,nc72472556,2015-06-26T22:11:50.340Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-26T06:55:16.990Z,37.806,-122.1968333,9.57,1.11,md,30,66,0.02949,0.06,nc,nc72472356,2015-06-26T16:40:56.750Z,"3km ESE of Piedmont, California",earthquake
2015-06-25T20:28:53.410Z,38.1125,-122.1728333,0.02,1.02,md,9,129,0.02128,0.06,nc,nc72472151,2015-06-26T02:29:48.910Z,"0km SSW of Quarry near Vallejo, CA",quarry blast
2015-06-25T18:38:24.150Z,37.9873333,-122.4495,0.02,1.48,md,25,75,0.02469,0.12,nc,nc72472066,2015-06-25T23:52:35.580Z,"1km SSW of Quarry near San Rafael, CA",quarry blast
2015-06-25T18:24:26.420Z,38.1631667,-122.2733333,8.81,1.64,md,39,91,0.04163,0.15,nc,nc72472056,2015-06-26T02:14:43.750Z,"1km SW of American Canyon, California",earthquake
2015-06-25T13:29:12.740Z,38.1598333,-122.2783333,8.53,1.61,md,34,146,0.03835,0.1,nc,nc72471966,2015-06-25T22:48:37.120Z,"2km SW of American Canyon, California",earthquake
2015-06-24T18:49:35.900Z,37.3256667,-122.1038333,0.02,1.07,md,12,101,0.01224,0.08,nc,nc72471581,2015-06-26T01:53:32.910Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-24T18:16:26.150Z,37.3243333,-122.1051667,0.02,1.47,md,25,36,0.01392,0.05,nc,nc72471566,2015-06-26T01:51:31.270Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-24T17:25:01.560Z,37.4171667,-121.7703333,6.38,1.77,md,52,43,0.04422,0.07,nc,nc72471506,2015-06-26T01:51:23.914Z,"5km NE of East Foothills, California",earthquake
2015-06-20T15:51:25.360Z,38.0001667,-122.2556667,7.19,1.68,md,61,47,0.01324,0.1,nc,nc72469431,2015-06-23T21:47:23.120Z,"3km ESE of Hercules, California",earthquake
2015-06-20T02:48:10.630Z,38.0876656,-121.8584976,2.53,2.14,md,6,139,0.742,0.05,nc,nc72469096,2015-06-22T17:50:12.112Z,"7km NNE of Pittsburg, California",earthquake
2015-06-19T18:41:15.010Z,37.9191667,-121.9528333,0.02,1.41,md,12,87,0.07727,0.12,nc,nc72468936,2015-06-23T21:27:14.850Z,"2km SW of Quarry near Clayton, CA",quarry blast
2015-06-19T17:42:54.480Z,37.3248333,-122.1041667,0.02,1.52,md,27,53,0.013,0.07,nc,nc72468876,2015-06-22T22:00:16.590Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-19T16:02:33.860Z,37.9571667,-121.8798333,12.11,1.9,md,24,102,0.01174,0.13,nc,nc72468771,2015-06-20T01:39:39.387Z,"5km ENE of Clayton, California",earthquake
2015-06-19T13:43:42.290Z,37.3216667,-121.6905,7.8,2.12,md,76,39,0.04309,0.04,nc,nc72468721,2015-06-20T08:56:38.894Z,"13km ESE of Alum Rock, California",earthquake
2015-06-19T03:20:05.490Z,37.4696667,-121.8025,8.42,1.22,md,27,73,0.09769,0.05,nc,nc72468561,2015-06-23T21:22:06.920Z,"9km N of East Foothills, California",earthquake
2015-06-18T10:08:26.440Z,37.7726667,-121.995,8.21,1.31,md,19,85,0.06537,0.05,nc,nc72468181,2015-06-18T17:18:44.130Z,"1km WSW of San Ramon, California",earthquake
2015-06-18T06:30:25.460Z,37.6345,-121.691,6.64,2.11,md,47,90,0.05382,0.11,nc,nc72468086,2015-06-21T00:28:42.337Z,"8km SE of Livermore, California",earthquake
2015-06-18T05:14:24.790Z,38.3556667,-122.4,8.28,1.33,md,23,162,0.04708,0.08,nc,nc72468071,2015-06-19T02:59:08.240Z,"6km SW of Yountville, California",earthquake
2015-06-18T04:50:04.200Z,37.6096667,-122.0108333,3.84,1.16,md,18,71,0.03572,0.07,nc,nc72468061,2015-06-19T02:56:37.350Z,"1km NNE of Union City, California",earthquake
2015-06-18T03:30:41.860Z,38.354,-122.3911667,9.05,1.47,md,28,121,0.05358,0.08,nc,nc72468026,2015-06-19T02:54:06.330Z,"5km SSW of Yountville, California",earthquake
2015-06-17T23:12:12.170Z,38.3536667,-122.3893333,9.63,2.68,md,126,87,0.0535,0.14,nc,nc72467761,2015-07-28T05:49:48.614Z,"5km SSW of Yountville, California",earthquake
2015-06-17T18:56:09.000Z,37.3233333,-122.0998333,0.02,1.73,md,37,53,0.01203,0.07,nc,nc72467646,2015-06-18T18:32:59.080Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-17T14:30:17.590Z,37.8125,-122.03,7.19,1.11,md,15,81,0.02645,0.03,nc,nc72467536,2015-06-18T16:25:03.370Z,"2km WSW of Danville, California",earthquake
2015-06-16T23:33:31.590Z,38.128,-122.1785,0.02,1.1,md,7,167,0.02367,0.06,nc,nc72467221,2015-06-17T00:55:44.590Z,"1km NW of Quarry near Vallejo, CA",quarry blast
2015-06-16T12:58:04.140Z,37.4668333,-121.8093333,4.74,1.08,md,19,71,0.0737,0.05,nc,nc72466986,2015-06-16T21:32:18.760Z,"9km ENE of Milpitas, California",earthquake
2015-06-16T03:39:12.380Z,38.267,-122.1555,8.84,1.53,md,26,165,0.04933,0.15,nc,nc72466781,2015-06-16T23:05:47.800Z,"1km NNE of Green Valley, California",earthquake
2015-06-15T04:51:15.100Z,37.4235,-121.6895,8.06,1,md,14,77,0.06127,0.04,nc,nc72466376,2015-06-16T02:05:57.690Z,"12km ENE of East Foothills, California",earthquake
2015-06-15T00:54:14.190Z,37.6295,-121.6915,6.1,1.27,md,14,121,0.0525,0.06,nc,nc72466316,2015-06-15T22:58:06.700Z,"8km SE of Livermore, California",earthquake
2015-06-14T10:21:14.100Z,37.6351667,-121.6945,6.95,1.66,md,33,104,0.05128,0.11,nc,nc71093279,2015-06-16T00:38:06.620Z,"8km SE of Livermore, California",earthquake
2015-06-14T09:20:12.650Z,37.4276667,-121.7735,4.89,1.26,md,39,59,0.05481,0.04,nc,nc72465991,2015-06-16T00:28:17.826Z,"6km NE of East Foothills, California",earthquake
2015-06-14T03:47:03.520Z,38.171,-122.292,8.36,2.02,md,62,56,0.05114,0.13,nc,nc72465861,2015-06-16T00:12:42.874Z,"2km W of American Canyon, California",earthquake
2015-06-14T02:50:59.410Z,37.993,-122.0678333,17.06,1.82,md,36,91,0.05313,0.14,nc,nc72465841,2015-06-16T02:57:09.970Z,"1km NNE of Pacheco, California",earthquake
2015-06-13T07:24:29.470Z,37.5278333,-121.8955,5.95,2.15,md,95,43,0.01391,0.08,nc,nc72465411,2015-06-15T19:55:04.519Z,"8km ESE of Fremont, California",earthquake
2015-06-12T23:37:19.620Z,37.1258333,-121.9196667,11.51,2.29,md,76,65,0.0385,0.09,nc,nc72465221,2015-06-13T02:16:04.298Z,"6km SE of Lexington Hills, California",earthquake
2015-06-12T20:00:07.490Z,37.3215,-122.1126667,0.02,1.95,md,32,45,0.02033,0.26,nc,nc72465146,2015-06-13T02:57:04.500Z,"10km E of Quarry near Portola Valley, CA",quarry blast
2015-06-12T15:51:49.110Z,37.6328333,-121.6905,6.22,1.74,md,39,105,0.05385,0.13,nc,nc72465021,2015-06-12T23:43:38.750Z,"8km SE of Livermore, California",earthquake
2015-06-12T15:49:38.340Z,37.6335,-121.6935,6.5,1.34,md,18,87,0.05166,0.08,nc,nc72465016,2015-06-12T21:06:54.230Z,"8km SE of Livermore, California",earthquake
2015-06-12T08:35:13.330Z,38.2381667,-122.344,6.76,1.25,md,27,76,0.02329,0.1,nc,nc72464896,2015-06-12T23:46:10.090Z,"8km SW of Napa, California",earthquake
2015-06-11T17:24:23.220Z,37.4053333,-121.7456667,10.18,1.12,md,25,85,0.03729,0.07,nc,nc72464646,2015-06-12T01:06:03.750Z,"6km ENE of East Foothills, California",earthquake
2015-06-11T14:17:54.530Z,37.4403333,-121.7871667,6.88,1.05,md,16,108,0.06889,0.03,nc,nc72464586,2015-06-11T22:26:04.850Z,"7km NNE of East Foothills, California",earthquake
2015-06-11T10:46:06.530Z,38.0975,-122.2406667,6.92,1.34,md,31,104,0.02566,0.11,nc,nc72464516,2015-06-11T22:11:00.200Z,"1km ESE of Vallejo, California",earthquake
2015-06-11T05:40:35.890Z,37.8355,-121.7888333,13.37,1.87,md,52,86,0.02735,0.13,nc,nc72464416,2015-06-11T22:04:58.300Z,"10km E of Blackhawk, California",earthquake
2015-06-10T19:40:15.950Z,37.9151667,-121.9445,0.02,1.35,md,10,84,0.07348,0.07,nc,nc72463916,2015-06-11T00:55:22.370Z,"2km SSW of Quarry near Clayton, CA",quarry blast
2015-06-10T16:51:32.840Z,37.0625,-121.8376667,6.58,1.18,md,12,95,0.0464,0.05,nc,nc72463856,2015-06-11T00:49:20.360Z,"3km NE of Day Valley, California",earthquake
2015-06-08T12:56:24.520Z,37.2955,-121.6746667,4.28,1.88,md,59,56,0.03647,0.05,nc,nc72462831,2015-06-09T17:14:45.730Z,"14km E of Seven Trees, California",earthquake
2015-06-08T00:24:00.540Z,37.9408333,-122.0683333,11.88,2.11,md,71,60,0.04628,0.07,nc,nc72462611,2015-06-10T14:28:53.779Z,"1km SW of Pleasant Hill, California",earthquake
2015-06-07T18:19:01.260Z,37.2945,-121.6726667,4.93,2.18,md,77,43,0.03545,0.04,nc,nc72462501,2015-06-10T06:26:49.433Z,"14km E of Seven Trees, California",earthquake
2015-06-06T20:58:00.210Z,38.432,-122.2413333,8.36,1.84,md,31,84,0.01167,0.15,nc,nc72462021,2015-06-09T01:34:27.568Z,"10km ENE of Yountville, California",earthquake
2015-06-05T17:07:48.190Z,37.3263333,-122.104,0.02,1.7,md,33,36,0.01191,0.11,nc,nc72461361,2015-06-06T05:12:18.350Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-04T10:49:37.590Z,37.7073333,-122.5515,7.83,1.11,md,19,190,0.09276,0.03,nc,nc72460811,2015-06-04T18:00:52.730Z,"6km WNW of Broadmoor, California",earthquake
2015-06-03T21:14:49.340Z,37.3255,-122.106,0.02,1.57,md,18,49,0.01368,0.05,nc,nc72460551,2015-06-04T17:07:11.090Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-03T19:02:23.860Z,38.1121667,-122.1731667,0.02,1.06,md,9,136,0.02168,0.11,nc,nc72460466,2015-06-06T03:40:01.700Z,"0km SSW of Quarry near Vallejo, CA",quarry blast
2015-06-03T10:08:40.990Z,37.3086667,-122.0875,4.86,1.18,md,18,57,0.02536,0.07,nc,nc72460336,2015-06-06T03:37:30.790Z,"4km SSE of Loyola, California",earthquake
2015-06-02T18:32:10.830Z,37.9921667,-122.4481667,1.71,1.08,md,17,110,0.02312,0.07,nc,nc72459941,2015-06-06T03:33:59.820Z,"0km SW of Quarry near San Rafael, CA",quarry blast
2015-06-02T09:43:52.380Z,37.7566667,-122.5643333,6.81,1.3,md,39,164,0.1019,0.08,nc,nc72459791,2015-06-06T03:32:16.587Z,"10km WNW of Daly City, California",earthquake
2015-06-02T08:31:10.450Z,38.4315,-122.2415,7.72,1.24,md,13,189,0.0119,0.03,nc,nc72459761,2015-06-06T03:25:56.660Z,"10km ENE of Yountville, California",earthquake
2015-06-02T03:52:54.550Z,38.119,-121.9403333,21.24,1.49,md,19,97,0.1096,0.15,nc,nc72459686,2015-06-06T03:18:24.120Z,"10km N of Bay Point, California",earthquake
2015-06-01T08:25:50.390Z,37.121,-121.8935,3.99,1.42,md,29,56,0.03984,0.06,nc,nc72459266,2015-06-02T18:43:10.250Z,"8km SE of Lexington Hills, California",earthquake
2015-05-31T21:03:22.790Z,37.3038333,-122.3625,6.33,1.32,md,10,202,0.1337,0.06,nc,nc72459006,2015-06-06T01:33:59.940Z,"14km SW of Portola Valley, California",earthquake
2015-05-31T14:55:56.780Z,37.9391667,-121.9888333,16.04,1.58,md,28,94,0.09019,0.05,nc,nc72458846,2015-06-02T23:30:57.635Z,"4km W of Clayton, California",earthquake
2015-05-31T14:28:51.760Z,37.6346667,-122.0411667,3.47,1.21,md,19,85,0.02605,0.11,nc,nc72458836,2015-06-06T01:27:28.180Z,"4km NNW of Union City, California",earthquake
2015-05-31T14:21:31.900Z,37.936,-121.9941667,15.76,2.2,md,71,89,0.01481,0.09,nc,nc72458831,2015-06-01T23:19:04.461Z,"5km W of Clayton, California",earthquake
2015-05-31T08:12:14.970Z,37.7531667,-122.571,7.64,1.76,md,60,100,0.1078,0.06,nc,nc72458621,2015-06-06T01:24:45.570Z,"10km WNW of Daly City, California",earthquake
2015-05-30T18:49:41.590Z,37.6785,-121.6635,1.82,1.25,md,15,119,0.0777,0.11,nc,nc72458146,2015-06-06T01:05:19.500Z,"9km E of Livermore, California",earthquake
2015-05-28T23:50:54.800Z,38.4218333,-122.6486667,9.72,1.15,md,16,73,0.03446,0.05,nc,nc72456901,2015-06-06T00:50:38.230Z,"6km ESE of Santa Rosa, California",earthquake
2015-05-28T07:44:27.180Z,37.4086667,-121.7581667,8.34,1.19,md,26,50,0.03672,0.06,nc,nc72456661,2015-06-06T00:42:35.190Z,"6km ENE of East Foothills, California",earthquake
2015-05-27T20:57:39.180Z,38.3925,-122.5015,3.57,1.29,md,15,131,0.05807,0.07,nc,nc72456466,2015-06-06T00:37:00.420Z,"4km N of Eldridge, California",earthquake
2015-05-27T02:15:37.610Z,38.2445,-122.3396667,9.22,1.7,md,48,58,0.03048,0.13,nc,nc72456041,2015-06-06T00:12:53.270Z,"7km SW of Napa, California",earthquake
2015-05-26T16:48:08.780Z,37.3243333,-122.1043333,0.02,1.21,md,13,62,0.01344,0.05,nc,nc72455826,2015-06-05T23:56:47.220Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-05-26T01:08:37.290Z,38.3478333,-122.6331667,6.29,2.61,md,105,31,0.00379,0.16,nc,nc72455586,2015-05-31T02:13:47.229Z,"6km E of Rohnert Park, California",earthquake
2015-05-25T18:16:04.690Z,37.917,-122.0711667,13.86,1.56,md,35,59,0.08402,0.06,nc,nc72455376,2015-05-29T03:13:30.635Z,"1km NNW of Walnut Creek, California",earthquake
2015-05-25T12:54:16.560Z,38.4238333,-122.2553333,10.52,2.43,md,86,135,0.1056,0.13,nc,nc72455281,2015-05-27T01:20:04.751Z,"9km ENE of Yountville, California",earthquake
2015-05-25T01:30:57.990Z,38.2408333,-122.348,6.41,1.47,md,26,85,0.02453,0.1,nc,nc72455026,2015-06-03T01:27:02.370Z,"8km SW of Napa, California",earthquake
2015-05-25T00:10:15.250Z,37.3308333,-121.6978333,7.19,1.19,md,20,57,0.04535,0.04,nc,nc72454951,2015-05-28T22:17:10.590Z,"11km ESE of East Foothills, California",earthquake
2015-05-24T22:00:07.820Z,37.9758333,-121.8778333,16,1.96,md,32,111,0.02389,0.06,nc,nc72454911,2015-05-27T17:28:30.174Z,"5km S of Pittsburg, California",earthquake
2015-05-24T13:18:34.910Z,37.719,-122.5338333,12.35,1.11,md,18,174,0.09414,0.04,nc,nc72454751,2015-05-28T20:11:39.780Z,"5km NW of Broadmoor, California",earthquake
2015-05-24T12:15:26.840Z,38.3531667,-122.397,8.84,1.62,md,29,90,0.04892,0.09,nc,nc72454726,2015-05-28T19:46:18.760Z,"6km SSW of Yountville, California",earthquake
2015-05-24T11:52:45.030Z,37.3101667,-121.6823333,7.25,1.31,md,27,67,0.04463,0.04,nc,nc72454716,2015-05-27T23:48:50.590Z,"14km ESE of Alum Rock, California",earthquake
2015-05-24T08:41:23.290Z,37.4581667,-121.8038333,10.41,2.06,md,91,68,0.06924,0.11,nc,nc72454611,2015-05-27T18:38:24.690Z,"8km N of East Foothills, California",earthquake
2015-05-23T01:43:39.530Z,37.7126667,-122.0125,5.65,1.08,md,10,152,0.04855,0.06,nc,nc72453866,2015-05-27T01:19:56.420Z,"4km NE of Fairview, California",earthquake
2015-05-22T18:46:24.870Z,38.4328333,-122.233,4.81,1.43,md,9,229,0.1975,0.03,nc,nc72453651,2015-05-27T22:15:57.050Z,"11km ENE of Yountville, California",earthquake
2015-05-22T18:38:37.760Z,37.9851667,-122.4566667,0.02,1.3,md,5,172,0.05242,0.04,nc,nc72453641,2015-05-27T22:52:34.230Z,"1km SW of Quarry near San Rafael, CA",quarry blast
2015-05-22T12:55:50.810Z,38.428,-122.2521667,11.28,1.77,md,39,88,0.1501,0.09,nc,nc72453501,2015-05-23T01:03:47.730Z,"9km ENE of Yountville, California",earthquake
2015-05-22T11:29:31.920Z,38.431,-122.2451667,9.22,1.29,md,21,134,0.1521,0.06,nc,nc72453466,2015-05-26T23:58:10.270Z,"10km ENE of Yountville, California",earthquake
2015-05-22T10:21:08.800Z,38.4293333,-122.2456667,11.21,1.76,md,44,138,0.134,0.11,nc,nc72453431,2015-05-23T01:44:29.251Z,"10km ENE of Yountville, California",earthquake
2015-05-22T07:57:42.040Z,38.43,-122.2388333,11.3,1.42,md,11,196,0.1504,0.06,nc,nc72453376,2015-05-26T23:46:39.070Z,"11km ENE of Yountville, California",earthquake
2015-05-22T06:58:45.980Z,38.425,-122.2543333,11.33,1.29,md,18,154,0.1475,0.1,nc,nc72453331,2015-05-26T23:43:07.100Z,"9km ENE of Yountville, California",earthquake
2015-05-22T05:39:38.240Z,38.4231667,-122.248,10.92,1.63,md,30,156,0.1447,0.1,nc,nc72453296,2015-05-23T01:35:25.560Z,"10km ENE of Yountville, California",earthquake
2015-05-22T04:27:04.890Z,38.4276667,-122.242,10,1.24,md,14,164,0.1484,0.05,nc,nc72453271,2015-05-26T23:39:36.220Z,"10km ENE of Yountville, California",earthquake
2015-05-22T02:53:00.780Z,38.4316667,-122.2501667,13.03,4.09,mw,170,90,0.1071,0.18,nc,nc72453246,2015-07-29T01:35:32.040Z,"10km ENE of Yountville, California",earthquake
2015-05-20T20:14:59.120Z,37.3276667,-122.106,0.02,1.83,md,26,43,0.0125,0.08,nc,nc72452571,2015-05-21T00:03:52.500Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-05-20T13:49:25.930Z,37.7731667,-122.1675,7.65,1.19,md,26,47,0.01082,0.08,nc,nc72452406,2015-05-20T20:57:06.348Z,"5km N of San Leandro, California",earthquake
2015-05-20T13:31:17.370Z,37.6546667,-121.936,9.27,1.43,md,32,55,0.01208,0.09,nc,nc72452391,2015-05-20T22:39:05.627Z,"5km W of Pleasanton, California",earthquake
2015-05-18T23:07:53.980Z,38.315,-122.1903333,9.23,1.43,md,17,121,0.03992,0.09,nc,nc72451456,2015-05-19T03:21:06.029Z,"7km NNW of Green Valley, California",earthquake
2015-05-18T19:10:55.100Z,37.987,-122.4528333,0.02,1.33,md,17,80,0.05159,0.07,nc,nc72451356,2015-05-21T02:24:27.010Z,"1km SW of Quarry near San Rafael, CA",quarry blast
2015-05-18T07:27:33.400Z,37.1256667,-121.9838333,14.23,1.91,md,68,71,0.05131,0.1,nc,nc72451056,2015-05-19T18:27:06.035Z,"4km SSW of Lexington Hills, California",earthquake
2015-05-17T04:42:51.160Z,38.4065,-122.4425,6.07,1.39,md,32,89,0.06241,0.12,nc,nc72450511,2015-05-19T03:28:04.043Z,"7km W of Yountville, California",earthquake
2015-05-17T03:25:12.170Z,37.5476667,-121.8748333,7.4,2.03,md,89,44,0.01223,0.12,nc,nc72450476,2015-05-19T00:37:04.233Z,"10km E of Fremont, California",earthquake
2015-05-15T21:31:58.730Z,37.7336667,-121.9958333,9.1,1.33,md,16,123,0.05489,0.07,nc,nc72449841,2015-05-16T00:22:05.274Z,"5km SSW of San Ramon, California",earthquake
2015-05-15T19:58:36.900Z,37.4233333,-121.7676667,4.88,1.25,md,25,57,0.05037,0.08,nc,nc72449776,2015-05-15T23:59:06.197Z,"6km NE of East Foothills, California",earthquake
2015-05-15T05:26:42.030Z,38.3353333,-122.2035,11.21,1.56,md,33,117,0.05567,0.15,nc,nc72449466,2015-05-16T01:22:04.506Z,"8km ENE of Napa, California",earthquake
2015-05-14T19:17:53.140Z,37.0401667,-122.1106667,0.02,1.26,md,15,149,0.09073,0.06,nc,nc72449266,2015-05-15T02:35:13.940Z,"3km ENE of Quarry near Davenport, CA",quarry blast
2015-05-14T00:44:47.550Z,37.0323333,-121.7891667,13.07,1.14,md,13,85,0.02867,0.04,nc,nc72448821,2015-05-14T01:54:04.861Z,"5km NNE of Corralitos, California",earthquake
2015-05-14T00:28:47.590Z,38.432,-122.635,7.65,1.23,md,21,84,0.04804,0.06,nc,nc72448816,2015-05-14T01:46:05.848Z,"6km E of Santa Rosa, California",earthquake
2015-05-13T18:30:43.960Z,37.9885,-122.453,0.02,1.41,md,27,60,0.05279,0.08,nc,nc72448636,2015-05-14T02:44:57.000Z,"1km SW of Quarry near San Rafael, CA",quarry blast
2015-05-13T15:54:25.230Z,37.6276667,-122.0233333,4.21,1.14,md,13,91,0.02017,0.08,nc,nc72448596,2015-05-14T04:00:05.134Z,"3km N of Union City, California",earthquake
2015-05-13T01:21:38.410Z,37.3556667,-122.2358333,6.25,1.33,md,16,149,0.02864,0.09,nc,nc72448006,2015-05-13T18:27:04.959Z,"3km S of Portola Valley, California",earthquake
2015-05-12T21:43:31.310Z,37.3225,-122.1031667,0.02,1.25,md,11,97,0.0142,0.03,nc,nc72447956,2015-05-13T02:07:31.960Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-05-12T12:08:26.250Z,37.9675,-122.0425,12.92,1.93,md,72,76,0.01253,0.08,nc,nc72447571,2015-05-13T02:18:04.939Z,"1km SW of Concord, California",earthquake
2015-05-12T04:43:07.860Z,37.3576667,-121.7188333,8.75,1.37,md,29,38,0.04266,0.05,nc,nc72447441,2015-05-13T21:02:06.346Z,"9km E of Alum Rock, California",earthquake
2015-05-12T00:10:31.760Z,37.9385,-122.0408333,9.9,1.34,md,18,79,0.09042,0.07,nc,nc72447396,2015-05-12T01:53:05.494Z,"1km NE of Waldon, California",earthquake
2015-05-11T21:21:53.190Z,37.7865,-122.2058333,8.17,1.56,md,47,52,0.02362,0.06,nc,nc72447356,2015-05-14T02:41:04.978Z,"3km NE of Alameda, California",earthquake
2015-05-11T20:09:45.190Z,37.3581667,-121.7173333,8.91,1.13,md,12,93,0.04361,0.03,nc,nc72447316,2015-05-14T05:22:04.282Z,"9km E of Alum Rock, California",earthquake
2015-05-11T19:33:59.450Z,37.356,-121.7166667,8.85,2.17,md,80,38,0.04488,0.06,nc,nc72447311,2015-05-18T06:27:02.503Z,"9km E of Alum Rock, California",earthquake
2015-05-11T19:29:30.490Z,37.9846667,-122.4578333,0.02,1.12,md,18,119,0.05276,0.05,nc,nc72447306,2015-05-13T02:48:47.620Z,"1km SW of Quarry near San Rafael, CA",quarry blast
2015-05-11T17:29:37.230Z,37.6011667,-121.922,9.37,1.03,md,15,67,0.03447,0.09,nc,nc72447236,2015-05-14T16:41:08.630Z,"7km SSW of Pleasanton, California",earthquake
2015-05-11T15:59:12.220Z,37.7778333,-122.0983333,8.41,1.71,md,43,56,0.03449,0.16,nc,nc72447221,2015-05-13T22:52:05.325Z,"6km SSE of Moraga, California",earthquake
2015-05-11T10:34:28.610Z,37.6276667,-122.0265,4.3,1.42,md,26,57,0.02147,0.11,nc,nc72447121,2015-05-13T22:25:05.244Z,"3km N of Union City, California",earthquake
2015-05-11T03:16:04.160Z,37.905,-122.2063333,8.1,1.92,md,62,39,0.02486,0.06,nc,nc72446951,2015-05-14T02:02:03.877Z,"3km NW of Orinda, California",earthquake
2015-05-10T06:23:56.660Z,37.9066667,-122.204,7.8,1.25,md,34,85,0.02726,0.04,nc,nc72446281,2015-05-13T01:51:04.876Z,"3km NNW of Orinda, California",earthquake
2015-05-08T17:16:09.070Z,37.324,-122.1041667,0.02,1.43,md,13,76,0.01358,0.06,nc,nc72445396,2015-05-09T04:14:02.510Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-05-07T19:01:33.670Z,37.9883333,-122.4563333,0.02,1.12,md,8,100,0.05446,0.08,nc,nc72444831,2015-05-07T22:48:59.210Z,"1km SW of Quarry near San Rafael, CA",quarry blast
2015-05-07T18:20:54.560Z,37.6688333,-122.3651667,7.41,1.63,md,36,44,0.04023,0.1,nc,nc72444796,2015-05-08T01:45:06.377Z,"3km ESE of Brisbane, California",earthquake
2015-05-07T18:02:15.080Z,37.5086667,-121.6761667,9.33,1.12,md,21,66,0.03617,0.05,nc,nc72444786,2015-05-08T01:59:05.419Z,"18km NE of East Foothills, California",earthquake
2015-05-07T13:31:39.050Z,38.3593333,-122.3911667,8.06,1.74,md,40,124,0.0547,0.07,nc,nc72444671,2015-05-08T01:39:08.362Z,"5km SSW of Yountville, California",earthquake
2015-05-07T07:52:12.530Z,37.8701667,-121.7655,19.51,1.41,md,15,202,0.06653,0.05,nc,nc72444616,2015-05-09T07:05:05.884Z,"7km SSW of Brentwood, California",earthquake
2015-05-06T23:23:12.220Z,37.8901667,-122.2238333,6.51,1.06,md,20,116,0.006172,0.06,nc,nc72444436,2015-05-08T01:51:05.395Z,"4km ENE of Berkeley, California",earthquake
2015-05-06T14:35:12.840Z,37.9646667,-122.0521667,13.7,2.63,md,119,46,0.0206,0.24,nc,nc72444191,2015-05-12T06:08:04.022Z,"2km SW of Concord, California",earthquake
2015-05-06T14:32:04.170Z,37.9611667,-122.0555,13.24,3.51,mw,190,32,0.02418,0.2,nc,nc72444186,2015-07-09T22:00:15.040Z,"1km NNE of Pleasant Hill, California",earthquake
2015-05-06T14:01:47.420Z,37.9581667,-122.0503333,13.89,3.03,ml,189,36,0.02185,0.22,nc,nc72444161,2015-07-09T22:00:15.040Z,"1km NE of Pleasant Hill, California",earthquake
2015-05-06T06:53:02.810Z,38.338,-122.3933333,8.78,1.88,md,52,87,0.03755,0.07,nc,nc72444031,2015-05-08T00:15:06.459Z,"7km NE of Sonoma, California",earthquake
