time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-14T23:56:42.470Z,37.7893333,-121.964,8.38,1.51,md,15,101,0.073,0.04,nc,nc72537060,2015-10-17T06:01:52.930Z,"1km NE of San Ramon, California",earthquake
2015-10-14T23:49:30.520Z,37.7858333,-121.9615,9.07,1.13,md,14,103,0.07694,0.08,nc,nc72537055,2015-10-17T05:29:39.750Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T23:07:48.260Z,37.7875,-121.9628333,8.47,1.78,md,51,55,0.07503,0.07,nc,nc72537030,2015-10-22T01:19:07.670Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T22:50:47.160Z,37.7848333,-121.9555,8.94,1.17,md,11,252,0.09084,0.06,nc,nc72537020,2015-10-17T01:36:51.520Z,"2km ENE of San Ramon, California",earthquake
2015-10-14T22:44:54.260Z,37.7903333,-121.969,9.45,2.56,md,98,55,0.002339,0.13,nc,nc72537010,2015-10-19T22:35:37.887Z,"1km NE of San Ramon, California",earthquake
2015-10-14T22:08:34.470Z,37.7863333,-121.9611667,8.09,1.56,md,23,55,0.07656,0.05,nc,nc72537000,2015-10-22T01:17:36.330Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T21:38:48.210Z,37.7845,-121.9613333,7.09,1.23,md,10,103,0.008963,0.04,nc,nc72536975,2015-10-17T04:51:30.510Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T21:38:09.210Z,37.7878333,-121.9665,7.85,2.21,md,53,55,0.003891,0.08,nc,nc72536965,2015-10-16T17:43:54.490Z,"1km NE of San Ramon, California",earthquake
2015-10-14T21:24:31.750Z,37.7866667,-121.9656667,7.91,2.15,md,69,54,0.004919,0.11,nc,nc72536955,2015-10-16T17:24:44.225Z,"1km NE of San Ramon, California",earthquake
2015-10-14T21:00:42.490Z,37.7866667,-121.9621667,8.22,1.49,md,14,102,0.07599,0.04,nc,nc72536940,2015-10-17T04:35:59.190Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T20:08:38.490Z,37.7886667,-121.9633333,8.53,1.84,md,41,55,0.0738,0.07,nc,nc72536920,2015-10-22T01:14:34.860Z,"1km NE of San Ramon, California",earthquake
2015-10-14T18:47:38.940Z,37.7855,-121.96,7.3,1.49,md,14,104,0.07765,0.04,nc,nc72536895,2015-10-19T17:51:22.590Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T18:46:02.340Z,37.7896667,-121.9636667,8.66,1.54,md,13,199,0.07277,0.05,nc,nc71097639,2015-10-17T04:35:57.180Z,"1km NE of San Ramon, California",earthquake
2015-10-14T18:45:55.300Z,37.7848333,-121.9631667,8.97,1.57,md,16,107,0.07748,0.08,nc,nc72536890,2015-10-17T03:15:05.520Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T18:27:12.270Z,37.7861667,-121.9651667,8.75,2.4,md,67,54,0.0055,0.07,nc,nc72536875,2015-10-15T21:13:02.590Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T18:21:20.110Z,37.7851667,-121.9605,7.89,2.3,md,74,54,0.009266,0.11,nc,nc72536870,2015-10-15T20:28:17.889Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T17:00:56.620Z,37.784,-121.9628333,8.08,1.12,md,14,103,0.07835,0.05,nc,nc72536825,2015-10-17T02:54:25.420Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T16:48:42.220Z,37.7841667,-121.967,8,1.48,md,8,194,0.07726,0.05,nc,nc71097624,2015-10-16T03:12:04.830Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T16:42:02.000Z,37.788,-121.964,8.47,1.08,md,13,102,0.07427,0.04,nc,nc72536810,2015-10-17T01:41:24.680Z,"1km NE of San Ramon, California",earthquake
2015-10-14T16:04:51.750Z,37.7845,-121.9648333,8.37,1.11,md,15,101,0.07741,0.05,nc,nc72536800,2015-10-16T22:16:07.080Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T16:00:37.120Z,37.7888333,-121.963,8.24,1.43,md,17,55,0.07373,0.08,nc,nc72536795,2015-10-17T01:20:17.090Z,"1km NE of San Ramon, California",earthquake
2015-10-14T15:32:37.790Z,37.7876667,-121.9605,7.99,1.3,md,15,103,0.07547,0.04,nc,nc72536785,2015-10-17T00:58:40.970Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T15:14:04.350Z,37.7881667,-121.9643333,8.34,2.95,md,114,55,0.00552,0.13,nc,nc72536780,2015-10-19T18:30:24.669Z,"1km NE of San Ramon, California",earthquake
2015-10-14T14:56:44.290Z,37.7853333,-121.9558333,7.36,1.49,md,15,101,0.07896,0.06,nc,nc72536765,2015-10-17T00:19:40.970Z,"2km ENE of San Ramon, California",earthquake
2015-10-14T14:47:13.810Z,37.7783333,-121.9693333,6.96,1.12,md,14,102,0.08246,0.06,nc,nc72536745,2015-10-17T00:50:37.320Z,"0km ESE of San Ramon, California",earthquake
2015-10-14T14:18:44.940Z,37.7846667,-121.9643333,8.63,1.71,md,36,54,0.07737,0.09,nc,nc72536725,2015-10-17T00:43:52.010Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T14:10:54.710Z,37.7853333,-121.9653333,8.29,1.05,md,9,101,0.0765,0.02,nc,nc72536715,2015-10-16T02:57:28.940Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T12:27:19.870Z,37.786,-121.9633333,8.21,1.13,md,12,102,0.07633,0.04,nc,nc72536645,2015-10-16T02:51:26.460Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T12:14:55.800Z,37.7853333,-121.961,8.11,1.64,md,31,54,0.07754,0.05,nc,nc72536625,2015-10-17T00:48:06.950Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T12:14:39.700Z,37.7856667,-121.9628333,7.77,1.08,md,13,103,0.07677,0.05,nc,nc72536620,2015-10-16T23:43:27.210Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T12:09:24.410Z,37.7833333,-121.9651667,7.75,1.26,md,21,54,0.07846,0.04,nc,nc72536615,2015-10-16T23:16:20.410Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T11:37:19.150Z,37.7835,-121.9611667,8.99,1.35,md,19,66,0.07924,0.09,nc,nc72536585,2015-10-17T00:45:03.750Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T11:12:58.630Z,37.7868333,-121.9675,8.01,2.02,md,70,54,0.003572,0.13,nc,nc72536575,2015-10-16T23:01:22.333Z,"1km NE of San Ramon, California",earthquake
2015-10-14T11:11:04.940Z,37.7848333,-121.9613333,8.08,2.21,md,69,54,0.008808,0.11,nc,nc72536570,2015-10-16T17:08:52.304Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T10:58:41.190Z,37.7853333,-121.9636667,7.96,3.08,mw,119,54,0.006944,0.1,nc,nc72536565,2015-10-15T19:29:45.708Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T10:53:18.560Z,37.7838333,-121.9618333,7.58,2.24,md,68,54,0.008969,0.1,nc,nc72536560,2015-10-16T18:31:26.404Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T10:22:42.530Z,37.783,-121.9656667,7.7,2.59,md,85,53,0.007302,0.12,nc,nc72536530,2015-10-15T19:31:33.353Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T09:49:19.770Z,37.7856667,-121.9618333,8.18,1.11,md,15,103,0.07702,0.04,nc,nc72536510,2015-10-16T22:14:36.170Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T08:51:30.430Z,37.785,-121.9646667,8.71,2.07,md,62,54,0.006461,0.07,nc,nc72536465,2015-10-15T23:46:50.130Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T08:02:03.550Z,37.786,-121.9661667,8.39,1.12,md,14,100,0.07568,0.04,nc,nc72536435,2015-10-17T00:41:54.110Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T07:23:43.070Z,37.7873333,-121.9611667,8.56,1.65,md,16,173,0.07561,0.05,nc,nc72536415,2015-10-16T22:03:33.740Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T07:23:30.160Z,37.7858333,-121.9618333,8.16,1.56,md,29,63,0.07686,0.04,nc,nc72536410,2015-10-16T21:33:36.081Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T06:56:09.130Z,37.7863333,-121.962,8.26,1.8,md,43,55,0.07634,0.07,nc,nc72536400,2015-10-17T00:41:37.663Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T06:43:10.160Z,37.7838333,-121.9601667,7.42,2.08,md,72,54,0.01009,0.11,nc,nc72536395,2015-10-16T23:54:01.418Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T04:36:52.550Z,37.7845,-121.9638333,8.03,1.44,md,18,56,0.07764,0.05,nc,nc72536370,2015-10-17T00:39:49.420Z,"1km ENE of San Ramon, California",earthquake
2015-10-14T01:57:40.620Z,37.7855,-121.9663333,8.23,1.76,md,27,54,0.07612,0.05,nc,nc72536340,2015-10-17T00:39:17.550Z,"1km ENE of San Ramon, California",earthquake
2015-10-13T22:10:53.240Z,37.7848333,-121.9655,8.28,1.64,md,29,53,0.07695,0.06,nc,nc72536320,2015-10-17T00:38:43.280Z,"1km ENE of San Ramon, California",earthquake
2015-10-13T21:43:00.110Z,37.7821667,-121.9655,7.72,2.09,md,59,53,0.008054,0.11,nc,nc72536295,2015-10-19T23:40:38.526Z,"1km ENE of San Ramon, California",earthquake
2015-10-13T21:39:07.320Z,37.4141667,-121.7505,4.39,1.4,md,25,51,0.04373,0.03,nc,nc72536290,2015-10-16T04:43:27.293Z,"6km ENE of East Foothills, California",earthquake
2015-10-13T21:03:38.020Z,37.7833333,-121.9631667,8.61,1.55,md,23,80,0.07891,0.05,nc,nc72536275,2015-10-16T04:30:21.720Z,"1km ENE of San Ramon, California",earthquake
2015-10-13T16:16:53.950Z,37.7833333,-121.9598333,6.96,1.33,md,14,82,0.07973,0.05,nc,nc71097614,2015-10-17T00:36:03.520Z,"1km ENE of San Ramon, California",earthquake
2015-10-13T16:16:47.370Z,37.7845,-121.9578333,7.34,1.56,md,18,58,0.07917,0.05,nc,nc72536070,2015-10-17T00:35:31.910Z,"1km ENE of San Ramon, California",earthquake
2015-10-13T02:24:00.270Z,37.7876667,-122.6003333,9.49,1.23,md,25,168,0.09962,0.07,nc,nc72535885,2015-10-15T01:43:05.690Z,"11km SSW of Tamalpais-Homestead Valley, California",earthquake
2015-10-13T02:08:07.430Z,37.7835,-122.2068333,10.59,1.23,md,50,47,0.02391,0.08,nc,nc72535870,2015-10-17T00:30:59.612Z,"3km ENE of Alameda, California",earthquake
2015-10-12T22:59:16.540Z,38.3373333,-122.6026667,8.52,2.08,md,55,27,0.02255,0.08,nc,nc72535820,2015-10-14T00:12:10.813Z,"6km NE of Penngrove, California",earthquake
2015-10-12T07:55:19.960Z,37.9611667,-122.0071667,13.76,1.37,md,26,73,0.06346,0.1,nc,nc72535565,2015-10-17T00:17:09.890Z,"2km SE of Concord, California",earthquake
2015-10-11T23:38:38.370Z,38.4156667,-122.2495,9.98,1.52,md,19,137,0.1376,0.07,nc,nc72535425,2015-10-15T01:39:27.140Z,"9km E of Yountville, California",earthquake
2015-10-11T08:23:34.250Z,37.4488333,-121.6913333,8.43,1.17,md,17,62,0.04187,0.06,nc,nc72535280,2015-10-14T06:18:06.460Z,"13km NE of East Foothills, California",earthquake
2015-10-11T07:51:23.990Z,37.5043333,-121.691,3.48,1.63,md,35,105,0.04041,0.07,nc,nc72535275,2015-10-14T06:09:39.801Z,"17km NE of East Foothills, California",earthquake
2015-10-10T23:57:38.020Z,37.449,-121.6941667,8.8,1.18,md,18,65,0.04344,0.06,nc,nc72535085,2015-10-14T01:02:34.800Z,"13km NE of East Foothills, California",earthquake
2015-10-10T08:41:19.740Z,38.4248333,-122.2506667,9.43,1.25,md,16,155,0.1468,0.09,nc,nc72534900,2015-10-15T01:36:47.570Z,"9km ENE of Yountville, California",earthquake
2015-10-09T13:33:35.730Z,37.7878333,-122.6035,8.76,1.29,md,31,97,0.1021,0.06,nc,nc72534570,2015-10-09T17:43:13.510Z,"11km SSW of Tamalpais-Homestead Valley, California",earthquake
2015-10-09T04:45:58.990Z,37.6698333,-122.0805,4.11,1.47,md,44,37,0.06009,0.09,nc,nc72534455,2015-10-10T01:43:50.660Z,"0km NNE of Hayward, California",earthquake
2015-10-08T20:34:20.200Z,37.3546667,-121.7183333,6.51,2.28,md,80,38,0.04418,0.09,nc,nc72534245,2015-10-08T22:47:11.646Z,"9km E of Alum Rock, California",earthquake
2015-10-08T18:10:30.870Z,37.3781667,-121.7415,3.73,1.14,md,15,70,0.02243,0.05,nc,nc72534185,2015-10-15T01:30:37.490Z,"6km E of East Foothills, California",earthquake
2015-10-08T13:51:16.090Z,37.7186667,-122.5388333,4.19,2.2,md,72,100,0.03492,0.07,nc,nc72534095,2015-10-10T14:10:12.376Z,"6km WNW of Daly City, California",earthquake
2015-10-08T11:00:04.140Z,37.7181667,-122.539,4.22,2.26,md,94,100,0.03522,0.08,nc,nc72534020,2015-10-14T01:06:32.553Z,"6km WNW of Daly City, California",earthquake
2015-10-07T18:33:09.310Z,37.9923325,-122.4509964,2.04,1.76,md,9,151,0.02104,0.11,nc,nc72533725,2015-10-07T18:34:43.980Z,"6km E of Santa Venetia, California",earthquake
2015-10-07T12:28:54.310Z,37.6091667,-121.8445,14.4,1.51,md,34,41,0.0707,0.06,nc,nc72536401,2015-10-07T16:44:30.301Z,"6km SSE of Pleasanton, California",earthquake
2015-10-06T21:13:27.230Z,37.724,-121.9955,7.95,1.11,md,12,107,0.05671,0.03,nc,nc72536151,2015-10-07T00:06:30.520Z,"5km WNW of Dublin, California",earthquake
2015-10-06T12:43:26.810Z,37.2958333,-121.6776667,3.19,1.01,md,14,84,0.03696,0.08,nc,nc72535966,2015-10-08T00:32:30.190Z,"14km E of Seven Trees, California",earthquake
2015-10-05T09:22:20.880Z,37.575,-121.6843333,5.16,1.15,md,19,111,0.07443,0.06,nc,nc72535636,2015-10-06T18:05:52.280Z,"13km SSE of Livermore, California",earthquake
2015-10-02T21:52:10.580Z,38.1193333,-122.1773333,0.02,1.07,md,10,135,0.02245,0.14,nc,nc72534756,2015-10-03T01:24:20.490Z,"0km W of Quarry near Vallejo, CA",quarry blast
2015-10-02T19:55:42.470Z,37.326,-122.1068333,0.02,1.21,md,11,79,0.01394,0.04,nc,nc72534686,2015-10-03T02:13:40.000Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-10-02T06:30:44.590Z,38.03,-122.2338333,6.42,1.22,md,38,56,0.02846,0.1,nc,nc72533966,2015-10-03T01:58:22.045Z,"2km E of Rodeo, California",earthquake
2015-10-02T02:48:00.180Z,38.3461667,-122.3966667,8.98,1.83,md,41,88,0.04855,0.14,nc,nc72533911,2015-10-03T01:55:32.870Z,"6km SSW of Yountville, California",earthquake
2015-09-30T20:21:00.770Z,37.5421667,-121.9273333,6.26,2.44,md,118,22,0.001212,0.11,nc,nc72533356,2015-10-01T22:58:14.905Z,"5km E of Fremont, California",earthquake
2015-09-30T13:13:01.330Z,37.7501667,-122.1325,5.74,1.14,md,18,63,0.028,0.06,nc,nc72533221,2015-10-01T03:30:31.000Z,"3km NE of San Leandro, California",earthquake
2015-09-29T23:16:27.880Z,37.3243333,-122.1036667,0.02,1.47,md,9,91,0.01307,0.06,nc,nc72532801,2015-09-30T18:34:00.920Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-29T17:43:08.680Z,37.7861667,-122.5913333,10.26,1.64,md,35,95,0.09265,0.04,nc,nc72532666,2015-09-30T21:09:50.720Z,"11km SSW of Tamalpais-Homestead Valley, California",earthquake
2015-09-28T06:29:48.060Z,38.4208333,-122.6266667,8.91,2.11,md,39,84,0.02635,0.09,nc,nc72531706,2015-09-28T17:06:50.151Z,"7km ESE of Santa Rosa, California",earthquake
2015-09-28T03:07:34.670Z,38.3668333,-122.6133333,11.88,1.1,md,18,96,0.03314,0.09,nc,nc72531571,2015-10-01T02:17:06.390Z,"7km SW of Kenwood, California",earthquake
2015-09-28T02:35:55.990Z,38.3328333,-122.4105,9.88,1.59,md,39,82,0.03966,0.11,nc,nc72531551,2015-10-01T02:16:35.770Z,"6km NE of Sonoma, California",earthquake
2015-09-27T22:49:06.470Z,37.2376667,-122.048,14.25,2.05,md,79,47,,0.17,nc,nc72531481,2015-09-29T18:25:04.832Z,"3km SW of Saratoga, California",earthquake
2015-09-26T10:42:42.250Z,37.5363333,-121.6718333,6.23,1.07,md,28,92,0.0606,0.08,nc,nc72529901,2015-10-01T01:20:49.880Z,"18km SSE of Livermore, California",earthquake
2015-09-24T19:46:28.700Z,37.3278333,-122.1006667,0.02,1.3,md,9,88,0.008917,0.03,nc,nc72529141,2015-09-25T00:13:15.650Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-23T20:39:09.140Z,38.0975,-122.2403333,6.16,1.01,md,18,107,0.0258,0.06,nc,nc72528751,2015-09-23T22:59:34.100Z,"1km ESE of Vallejo, California",earthquake
2015-09-23T09:36:25.440Z,37.3228333,-121.6903333,8.6,1.52,md,48,40,,0.05,nc,nc72528066,2015-09-23T17:40:55.980Z,"12km ESE of East Foothills, California",earthquake
2015-09-22T18:35:32.460Z,37.9845,-122.4591667,0.02,1.54,md,17,73,0.02132,0.12,nc,nc72527711,2015-09-22T20:18:51.160Z,"1km SW of Quarry near San Rafael, CA",quarry blast
2015-09-22T17:49:37.070Z,37.8081667,-122.0063333,14.43,1.29,md,19,54,0.04565,0.03,nc,nc72527676,2015-09-22T20:41:27.380Z,"1km SSW of Danville, California",earthquake
2015-09-22T09:57:37.640Z,37.3208333,-121.6931667,5.62,1.41,md,37,45,,0.04,nc,nc72527401,2015-09-22T20:33:00.577Z,"12km ESE of Alum Rock, California",earthquake
2015-09-21T14:28:55.940Z,37.758,-122.1365,2.64,1.12,md,11,148,0.03488,0.06,nc,nc72524190,2015-09-22T01:16:54.090Z,"4km NNE of San Leandro, California",earthquake
2015-09-21T13:38:15.980Z,37.4315,-121.7736667,10.44,1.51,md,43,49,0.05118,0.07,nc,nc72524175,2015-09-22T00:35:44.370Z,"6km NE of East Foothills, California",earthquake
2015-09-21T05:35:55.160Z,38.4248333,-122.245,7.84,1.58,md,36,146,0.01585,0.13,nc,nc72524050,2015-09-22T00:34:11.950Z,"10km ENE of Yountville, California",earthquake
2015-09-20T07:51:28.700Z,37.5278333,-121.9026667,9.58,1.17,md,27,87,,0.07,nc,nc72523840,2015-09-21T23:50:45.716Z,"7km ESE of Fremont, California",earthquake
2015-09-19T11:34:17.310Z,37.5046667,-121.6911667,6.83,1.21,md,18,158,,0.05,nc,nc72523635,2015-09-21T23:31:08.800Z,"17km NE of East Foothills, California",earthquake
2015-09-19T08:16:31.230Z,37.7241667,-121.9986667,9.58,1.39,md,29,47,0.05424,0.09,nc,nc72523590,2015-09-22T00:31:07.160Z,"6km SSW of San Ramon, California",earthquake
2015-09-19T08:15:37.900Z,37.7256667,-121.9993333,9.78,1.53,md,47,47,0.05337,0.1,nc,nc72523585,2015-09-22T00:31:24.060Z,"6km SSW of San Ramon, California",earthquake
2015-09-19T07:58:39.480Z,37.7295,-121.9986667,9.97,2.29,md,116,42,0.05315,0.1,nc,nc72523575,2015-09-24T17:25:46.951Z,"5km SSW of San Ramon, California",earthquake
2015-09-18T23:35:58.410Z,38.1166667,-122.1736667,0.02,1.61,md,12,116,0.02024,0.29,nc,nc72526481,2015-09-22T05:14:03.940Z,"0km SW of Quarry near Vallejo, CA",quarry blast
2015-09-18T22:06:19.490Z,37.3246667,-122.1056667,0.02,1.77,md,27,53,0.014,0.06,nc,nc72526466,2015-09-22T00:29:37.030Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-18T05:38:35.230Z,37.4615,-121.7775,6.26,1.48,md,40,64,0.04671,0.06,nc,nc72526301,2015-09-21T23:50:54.650Z,"9km NNE of East Foothills, California",earthquake
2015-09-18T05:13:59.250Z,37.7253333,-121.997,9.57,1.37,md,33,57,0.05524,0.1,nc,nc72526291,2015-09-21T23:49:52.890Z,"5km WNW of Dublin, California",earthquake
2015-09-18T01:49:25.120Z,37.2933333,-121.675,2.28,1.3,md,22,44,0.03432,0.05,nc,nc72526266,2015-09-21T23:49:20.190Z,"14km E of Seven Trees, California",earthquake
2015-09-17T19:39:30.110Z,37.9111667,-121.9608333,0.02,2.8,mh,7,80,0.03916,0.03,nc,nc72526176,2015-09-18T03:41:57.120Z,"3km SW of Quarry near Clayton, CA",quarry blast
2015-09-17T16:47:11.630Z,38.3298333,-122.4131667,9.17,1.2,md,29,81,0.03876,0.09,nc,nc72526151,2015-09-21T23:47:18.770Z,"5km NE of Sonoma, California",earthquake
2015-09-17T16:05:53.510Z,37.5208333,-121.8911667,8.62,1.06,md,14,79,0.0196,0.1,nc,nc72526146,2015-09-21T23:46:48.190Z,"9km ESE of Fremont, California",earthquake
2015-09-17T01:44:18.980Z,37.2396667,-122.0461667,11.91,1.31,md,14,65,0.05721,0.1,nc,nc72525971,2015-09-21T23:45:19.120Z,"3km SW of Saratoga, California",earthquake
2015-09-16T21:27:05.270Z,37.3245,-122.1058333,0.02,1.54,md,9,100,0.01421,0.04,nc,nc72525916,2015-09-17T00:34:26.410Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-13T22:14:15.250Z,37.2933333,-121.6758333,2.22,1.47,md,30,44,0.03436,0.05,nc,nc72524916,2015-09-21T23:36:12.470Z,"14km E of Seven Trees, California",earthquake
2015-09-13T10:11:14.410Z,38.0373333,-122.2621667,7.1,1.78,md,58,47,0.00699,0.13,nc,nc72524766,2015-09-16T20:36:48.700Z,"0km NE of Rodeo, California",earthquake
2015-09-12T20:49:53.720Z,37.5431667,-121.9328333,8.89,1.85,md,53,41,0.03609,0.06,nc,nc72524501,2015-09-21T23:34:16.380Z,"4km E of Fremont, California",earthquake
2015-09-12T19:20:59.980Z,37.9856667,-122.0666667,11.33,1.78,md,38,69,0.05743,0.14,nc,nc72524446,2015-09-21T23:27:09.660Z,"0km ENE of Pacheco, California",earthquake
2015-09-12T17:21:56.680Z,37.5215,-121.8851667,8.52,1.07,md,16,59,0.01882,0.07,nc,nc72524381,2015-09-21T23:25:07.900Z,"9km ESE of Fremont, California",earthquake
2015-09-12T17:21:06.760Z,37.5201667,-121.8906667,8.31,1.32,md,33,56,0.0202,0.11,nc,nc72524376,2015-09-21T23:25:05.880Z,"9km ESE of Fremont, California",earthquake
2015-09-11T02:46:38.530Z,37.5978333,-121.8445,16.51,1.16,md,18,56,0.0265,0.08,nc,nc72523571,2015-09-12T00:34:04.340Z,"7km SSE of Pleasanton, California",earthquake
2015-09-11T00:05:59.910Z,37.5441667,-121.9603333,7.59,1.26,md,21,95,0.05796,0.06,nc,nc72523401,2015-09-11T01:24:49.591Z,"2km E of Fremont, California",earthquake
2015-09-10T21:53:00.760Z,38.1123333,-122.1718333,0.02,1.17,md,7,137,0.02068,0.09,nc,nc72523331,2015-09-11T01:03:09.580Z,"7km E of Vallejo, California",earthquake
2015-09-10T20:30:02.480Z,37.5508333,-121.9491667,9.16,1.61,md,49,31,0.05008,0.13,nc,nc72523301,2015-09-11T00:52:08.596Z,"3km E of Fremont, California",earthquake
2015-09-10T20:09:14.710Z,37.5496667,-121.955,7.99,1.14,md,25,106,0.0544,0.07,nc,nc72523291,2015-09-11T01:07:40.580Z,"2km E of Fremont, California",earthquake
2015-09-10T19:06:27.110Z,37.3246667,-122.108,0.02,1.31,md,7,148,0.03649,0.03,nc,nc72523276,2015-09-11T00:47:35.730Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-10T18:27:49.060Z,37.9153333,-121.9591667,0.02,1.25,md,10,83,0.06231,0.05,nc,nc72523256,2015-09-11T00:45:34.430Z,"2km SW of Quarry near Clayton, CA",quarry blast
2015-09-10T15:33:48.300Z,37.8648333,-122.2501667,5.94,1.06,md,23,61,0.01149,0.08,nc,nc72523211,2015-09-10T22:31:32.330Z,"2km ESE of Berkeley, California",earthquake
2015-09-10T14:42:54.430Z,37.8635,-122.2543333,5.73,2.49,md,90,32,0.01131,0.09,nc,nc72523171,2015-09-16T23:31:19.590Z,"1km ESE of Berkeley, California",earthquake
2015-09-10T06:08:59.830Z,37.315,-122.3576667,9.15,1.15,md,14,207,0.1297,0.1,nc,nc72523096,2015-09-10T23:02:10.980Z,"13km SW of Portola Valley, California",earthquake
2015-09-10T03:04:11.640Z,37.4633333,-121.8161667,6.24,1.05,md,29,67,0.02016,0.04,nc,nc72523036,2015-09-10T22:57:55.610Z,"8km ENE of Milpitas, California",earthquake
2015-09-09T21:39:19.660Z,37.7615,-122.5613333,10.25,1.08,md,18,161,0.0763,0.08,nc,nc72522951,2015-09-10T22:33:33.580Z,"10km NW of Daly City, California",earthquake
2015-09-09T09:50:12.360Z,37.4623333,-121.7598333,3.78,1.04,md,20,79,0.06056,0.03,nc,nc72522721,2015-09-09T20:27:09.130Z,"10km NNE of East Foothills, California",earthquake
2015-09-08T19:28:08.310Z,38.0453333,-122.306,6.1,1.52,md,37,50,0.03035,0.13,nc,nc72522281,2015-09-10T23:09:14.590Z,"3km NNW of Hercules, California",earthquake
2015-09-08T19:11:51.100Z,37.3275,-122.1065,0.02,1.42,md,13,66,0.03823,0.06,nc,nc72522261,2015-09-10T20:51:21.235Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-09-08T13:36:20.420Z,37.667,-121.996,10.45,1.53,md,35,57,0.0247,0.08,nc,nc72522091,2015-09-10T20:51:16.411Z,"4km ESE of Fairview, California",earthquake
2015-09-07T14:35:57.290Z,38.3456667,-122.3883333,7.6,2.82,md,137,80,0.0551,0.15,nc,nc72521361,2015-09-13T13:18:39.222Z,"6km SSW of Yountville, California",earthquake
2015-09-07T12:14:48.460Z,38.0065,-122.2658333,7.73,1.49,md,53,46,0.005659,0.11,nc,nc72521301,2015-09-10T23:06:07.380Z,"2km ESE of Hercules, California",earthquake
2015-09-07T01:29:56.320Z,37.6438333,-122.0498333,3.08,1.04,md,9,121,0.03065,0.05,nc,nc72521056,2015-09-10T02:36:24.380Z,"3km SE of Hayward, California",earthquake
2015-09-06T20:49:40.900Z,37.953,-122.1145,10.8,2.12,md,67,55,0.0388,0.08,nc,nc72520986,2015-09-08T18:13:37.756Z,"4km W of Pleasant Hill, California",earthquake
2015-09-04T20:44:38.130Z,37.3728333,-121.7413333,2.56,1.14,md,17,77,0.08463,0.05,nc,nc72519411,2015-09-05T01:40:47.390Z,"6km E of East Foothills, California",earthquake
2015-09-04T18:30:36.840Z,37.9805,-122.4598333,0.02,1.37,md,25,51,0.02444,0.14,nc,nc72519206,2015-09-10T00:55:01.450Z,"2km SW of Quarry near San Rafael, CA",quarry blast
2015-09-04T12:37:37.650Z,38.149,-122.441,11.7,1.28,md,24,53,0.05612,0.13,nc,nc72519031,2015-09-05T00:36:05.400Z,"7km ENE of Black Point-Green Point, California",earthquake
2015-09-03T23:10:41.980Z,37.8678333,-122.2141667,6.66,1.32,md,36,61,0.01389,0.06,nc,nc72518776,2015-09-05T00:17:01.463Z,"3km WSW of Orinda, California",earthquake
2015-09-03T14:36:10.450Z,38.2165,-122.3226667,8.73,1.87,md,39,91,0.02759,0.1,nc,nc72518256,2015-09-04T23:45:19.080Z,"7km NW of American Canyon, California",earthquake
2015-09-03T04:37:28.640Z,37.9376667,-122.1133333,10.12,1.27,md,36,74,0.09566,0.09,nc,nc72518056,2015-09-05T00:18:28.320Z,"4km WSW of Pleasant Hill, California",earthquake
2015-09-02T23:00:49.850Z,38.2113333,-122.3298333,7.9,1.73,md,16,187,0.02277,0.07,nc,nc72514895,2015-09-05T02:43:34.380Z,"7km NW of American Canyon, California",earthquake
